name,pChEMBL Value,ALogP,ALogP_MR,ES_Count_aaaC,ES_Count_aaCH,ES_Count_aaN,ES_Count_aaNH,ES_Count_aaO,ES_Count_aasC,ES_Count_aasN,ES_Count_dCH2,ES_Count_ddC,ES_Count_ddsN,ES_Count_dNH,ES_Count_dO,ES_Count_dsCH,ES_Count_dsN,ES_Count_dssC,ES_Count_sCH3,ES_Count_sNH2,ES_Count_sNH3,ES_Count_sOH,ES_Count_ssCH2,ES_Count_ssNH,ES_Count_ssNH2,ES_Count_ssO,ES_Count_sssCH,ES_Count_sssN,ES_Count_sssNH,ES_Count_ssssC,ES_Count_ssssN,ES_Count_tCH,ES_Count_tN,ES_Count_tsC,ES_Sum_aaaC,ES_Sum_aaCH,ES_Sum_aaN,ES_Sum_aaNH,ES_Sum_aaO,ES_Sum_aasC,ES_Sum_aasN,ES_Sum_dCH2,ES_Sum_ddC,ES_Sum_ddsN,ES_Sum_dNH,ES_Sum_dO,ES_Sum_dsCH,ES_Sum_dsN,ES_Sum_dssC,ES_Sum_sCH3,ES_Sum_sNH2,ES_Sum_sNH3,ES_Sum_sOH,ES_Sum_ssCH2,ES_Sum_ssNH,ES_Sum_ssNH2,ES_Sum_ssO,ES_Sum_sssCH,ES_Sum_sssN,ES_Sum_sssNH,ES_Sum_ssssC,ES_Sum_ssssN,ES_Sum_sssssP,ES_Sum_tCH,ES_Sum_tN,ES_Sum_tsC,IsChiral,LogD,Molecular_Mass,Molecular_Solubility,Molecular_Weight,HBA_Count,HBD_Count,NPlusO_Count,Num_AromaticBonds,Num_AromaticRings,Num_AtomClasses,Num_Atoms,Num_Bonds,Num_BridgeBonds,Num_BridgeHeadAtoms,Num_ChainAssemblies,Num_Chains,Num_ExplicitAtoms,Num_ExplicitBonds,Num_ExplicitHydrogens,Num_Fragments,Num_H_Acceptors,Num_H_Acceptors_Lipinski,Num_H_Donors,Num_H_Donors_Lipinski,Num_Hydrogens,Num_Macro_Chains,Num_Macro_Residues,Num_MesoStereoAtoms,Num_MetalAtoms,Num_NegativeAtoms,Num_PiBonds,Num_PositiveAtoms,Num_PseudoStereoAtoms,Num_RepeatUnits,Num_RingAssemblies,Num_RingBonds,Num_Rings,Num_Rings3,Num_Rings4,Num_Rings5,Num_Rings6,Num_Rings7,Num_Rings8,Num_Rings9Plus,Num_RotatableBonds,Organic_Count,Molecular_FractionalPolarSASA,Molecular_FractionalPolarSurfaceArea,Molecular_PolarSASA,Molecular_PolarSurfaceArea,Molecular_SASA,Molecular_SAVol,Molecular_SurfaceArea,BIC,CHI_0,CHI_1,CHI_2,CHI_3_C,CHI_3_CH,CHI_3_P,CHI_V_0,CHI_V_1,CHI_V_2,CHI_V_3_C,CHI_V_3_CH,CHI_V_3_P,CIC,E_ADJ_equ,E_ADJ_mag,IAC_Mean,IAC_Total,IC,JX,JY,Kappa_1,Kappa_1_AM,Kappa_2,Kappa_2_AM,Kappa_3,Kappa_3_AM,PHI,SC_0,SC_1,SC_2,SC_3_C,SC_3_CH,SC_3_P,SIC,V_ADJ_equ,V_ADJ_mag,Zagreb,Dipole_mag,Dipole_X,Dipole_Y,Dipole_Z,Jurs_DPSA_1,Jurs_DPSA_3,Jurs_FNSA_1,Jurs_FNSA_2,Jurs_FNSA_3,Jurs_FPSA_1,Jurs_FPSA_2,Jurs_FPSA_3,Jurs_PNSA_1,Jurs_PNSA_2,Jurs_PNSA_3,Jurs_PPSA_1,Jurs_PPSA_3,Jurs_RASA,Jurs_RNCG,Jurs_RNCS,Jurs_RPCG,Jurs_RPCS,Jurs_RPSA,Jurs_SASA,Jurs_TASA,Jurs_TPSA,Jurs_WNSA_1,Jurs_WNSA_2,Jurs_WNSA_3,Jurs_WPSA_1,Jurs_WPSA_3,Energy,Minimized_Energy,RadOfGyration,Strain_Energy,PMI_X,Shadow_nu,Shadow_Xlength,Shadow_XY,Shadow_XYfrac,Shadow_XZ,Shadow_XZfrac,Shadow_Ylength,Shadow_YZ,Shadow_YZfrac,Shadow_Zlength,Molecular_Volume
CHEMBL3732578,5,5.494,105.188,4,9,2,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.788,18.108,9.67,0,0,3.724,0,0,0,0,0,0,0,0,0,3.636,0,0,0,0.752,3.336,0,5.305,0,0,0,0,0,0,0,0,0,0,5.494,363.114,-7.469,363.84,3,1,4,22,4,26,26,29,0,0,4,4,26,29,0,1,4,4,1,1,18,0,0,0,0,0,0,0,0,0,2,22,4,0,0,0,4,0,0,0,4,26,0.115,0.13,66.2207,47.04,574.243,517.824,359.9,0.6934,18.0956,12.707,11.1243,1.47728,0,9.90132,15.3398,8.86047,6.36052,0.69116,0,4.62215,1.01017,387.726,521.319,1.54915,68.1628,3.69026,1.9676,2.03368,19.3222,16.761,8.56632,6.90306,3.93816,3.01487,4.45008,26,29,41,9,0,58,0.78508,285.467,339.763,140,5.82901,5.22441,2.58513,0.0003,-333.682,36.9784,0.80463,-1.34311,-0.05524,0.19536,0.12657,0.01228,440.678,-735.584,-30.2523,106.996,6.72607,0.93825,0.20827,3.07965,0.20481,1.73135,0.06174,547.674,513.86,33.8147,241.348,-402.861,-16.5684,58.599,3.68369,57.32,-1.79,3.19024,59.11,272.857,4.11362,14.3977,102.893,0.5793,41.9932,0.83333,12.3365,35.2849,0.8172,3.5,271.99
CHEMBL3732552,5.57,3.92,97.2,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,1,2,2,0,0,0,0,0,1,0,0,0,2,1.396,3.536,9.18,0,0,2.509,0,0,0,0,0,0,0,0,0,7.258,0,0,9.729,1.498,6.39,0,0,0,0,0,-1.076,0,0,0,0,5.66,0,3.719,332.14,-5.802,332.828,2,2,5,11,2,22,23,24,0,0,4,6,23,24,0,1,5,5,3,3,21,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,2,0,0,0,6,23,0.2,0.192,110.779,70.07,551.79,490.253,363.27,0.66425,17.0352,10.8358,10.3972,2.62969,0,7.21316,14.5444,7.961,6.01846,1.17394,0,3.25726,1.21739,301.678,413.947,1.60203,70.4895,3.30617,2.48049,2.58419,19.3264,17.3258,8.39273,7.03116,5.5,4.47293,5.29656,23,24,34,10,0,40,0.73087,232.192,268.078,116,2.94302,1.09777,2.68331,0.50605,-529.445,53.4703,0.92579,-1.64657,-0.07837,0.0742,0.05157,0.00763,575.577,-1023.68,-48.7206,46.1315,4.74963,0.84271,0.21261,8.83892,0.20627,2.04264,0.15728,621.708,523.925,97.7833,357.841,-636.431,-30.29,28.6803,2.95288,199.68,9.81,3.56696,189.87,207.374,3.56694,18.4959,101.558,0.4997,61.1621,0.63771,10.9881,37.2146,0.65314,5.18536,284.34
CHEMBL3732479,7.27,4.312,96.217,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,1,3,1.45,3.606,9.198,0,0,2.665,0,0,0,0,0,0,0,0,0,4.017,0,0,0,2.453,6.403,0,0,0,0,0,0,0,0,0,8.535,8.005,0,4.121,327.125,-6.2,327.811,2,2,5,11,2,23,23,24,0,0,4,4,23,24,0,1,5,5,2,2,18,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,2,0,0,0,7,23,0.205,0.208,115.714,73.63,562.103,504.182,353.71,0.68693,16.6565,11.1894,9.14717,1.06903,0,7.3765,13.9587,7.9181,5.16934,0.47673,0,3.33905,1.04347,283.826,369.16,1.54888,63.5045,3.48008,2.38256,2.47595,19.3264,16.8634,10.0957,8.21652,5.5,4.24666,6.0243,23,24,31,6,0,40,0.76932,232.192,268.078,110,4.7133,4.70593,0.26351,-0.00012,-338.77,51.1011,0.77176,-1.22363,-0.06792,0.22823,0.16124,0.01407,481.029,-762.674,-42.3298,142.259,8.77129,0.91192,0.17065,2.38887,0.20292,2.00945,0.08807,623.288,568.39,54.8983,299.82,-475.366,-26.3836,88.6683,5.46704,152.91,5.95,3.92588,146.96,180.317,5.88086,20.583,104.57,0.4803,60.7333,0.84304,10.5774,29.8805,0.80712,3.5,271.31
CHEMBL3732463,5.7,5.447,104.022,4,7,2,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.91,14.077,9.634,0,0,3.815,0,0,0,0,0,0,0,0,0,3.64,0,0,0,0.763,3.33,0,5.294,0,0,0,0,0,0,0,0,0,0,5.447,369.07,-7.547,369.868,3,1,4,21,4,25,25,28,0,0,4,4,25,28,0,1,4,4,1,1,16,0,0,0,0,0,0,0,0,0,2,21,4,0,0,1,3,0,0,0,4,25,0.191,0.21,109.035,75.28,568.735,521.066,357.25,0.70317,17.3885,12.207,10.7708,1.47728,0,9.65974,15.4099,9.22461,6.89058,0.7846,0,5.27697,0.94039,372.738,505.754,1.71205,70.1941,3.70346,1.92666,2.00444,18.3673,16.2688,7.93499,6.59496,3.57525,2.8428,4.29169,25,28,40,9,0,57,0.79749,271.958,325.212,136,4.06467,3.76985,1.5198,-0.00011,-321.531,38.0263,0.79462,-1.25532,-0.05723,0.20537,0.13867,0.01246,433.6,-684.984,-31.2244,112.068,6.80195,0.93524,0.22007,3.34835,0.19655,1.61405,0.06475,545.668,510.331,35.3368,236.601,-373.774,-17.0381,61.152,3.7116,68.23,10.73,3.22147,57.5,264.929,4.00959,14.4346,101.111,0.57158,43.3474,0.83417,12.255,36.0284,0.81663,3.6,267.53
CHEMBL3732324,5.5,4.879,127.854,2,6,2,0,0,6,0,0,0,0,0,2,0,0,2,2,0,0,0,4,2,0,0,0,1,0,0,0,0,0,2,1.348,10.381,9.279,0,0,3.324,0,0,0,0,0,24.881,0,0,-0.558,3.99,0,0,0,2.007,6.414,0,0,0,1.233,0,0,0,0,0,0,6.052,0,4.688,447.146,-7.268,447.917,4,2,7,17,3,27,32,35,0,0,6,6,32,35,0,1,6,7,2,2,22,0,0,0,0,0,0,0,0,0,2,21,4,0,0,1,3,0,0,0,8,32,0.182,0.195,124.081,87.22,680.792,610.303,446.99,0.70968,22.6646,15.5284,13.5765,1.86218,0,11.8866,18.5846,10.84,7.56875,0.79141,0,5.31585,1.04718,492.669,648.242,1.64829,89.0077,3.95281,1.4772,1.538,25.1037,21.5963,11.6202,9.24607,5.64446,4.25768,6.24003,32,35,49,11,0,68,0.79056,368.406,429.05,168,13.1076,12.883,-2.41593,-0.00184,-505.053,72.7037,0.82703,-1.97008,-0.0786,0.17296,0.21464,0.01555,638.617,-1521.25,-60.69,133.564,12.0137,0.79512,0.11383,4.22025,0.20392,2.11793,0.20487,772.181,613.983,158.198,493.128,-1174.68,-46.8636,103.136,9.27678,219.14,56.14,5.8119,163,238.683,7.17106,25.0987,138.324,0.48886,74.7539,0.85097,11.2736,32.0736,0.81286,3.5,358.77
CHEMBL3732308,5.36,4.879,99.824,4,7,2,1,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.64,13.687,9.61,3.236,0,3.683,0,0,0,0,0,0,0,0,0,3.626,0,0,0,0.751,3.318,0,5.29,0,0,0,0,0,0,0,0,0,0,4.879,352.109,-6.284,352.817,3,2,5,21,4,25,25,28,0,0,4,4,25,28,0,1,4,5,2,2,17,0,0,0,0,0,0,0,0,0,2,21,4,0,0,1,3,0,0,0,4,25,0.157,0.18,87.5414,62.83,555.129,500.01,347.53,0.70317,17.3885,12.207,10.7708,1.47728,0,9.65132,14.6851,8.4438,6.07829,0.67999,0,4.42747,0.94039,372.738,505.754,1.62571,68.2798,3.70346,1.94941,2.02802,18.3673,15.8721,7.93499,6.34951,3.57525,2.71234,4.0312,25,28,40,9,0,57,0.79749,271.958,325.212,136,5.94542,5.29879,2.69645,0.00058,-294.816,39.1752,0.77658,-1.33851,-0.06058,0.22341,0.15161,0.01292,413.889,-713.37,-32.2855,119.072,6.8897,0.88485,0.2017,3.02573,0.19553,1.60574,0.11514,532.961,471.593,61.3687,220.587,-380.198,-17.2069,63.461,3.67194,70.89,17.3,3.12217,53.59,249.618,4.07937,14.2778,98.2225,0.56648,41.4893,0.83024,12.144,34.6845,0.81602,3.5,262.05
CHEMBL3732279,5,3.067,113.916,2,6,3,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,2,0,1,0,0,0,0,0,0,1.527,11.174,13.87,0,0,3.851,0,0,0,0,0,0,0,0,0,3.247,0,0,0,8.119,3.501,0,10.852,0,2.522,0,0,0,0,0,0,0,0,1.743,393.216,-5.309,393.482,5,1,7,17,3,25,29,32,0,0,4,4,29,32,0,1,7,7,1,1,27,0,0,0,0,0,0,0,0,0,3,22,4,0,0,1,3,0,0,0,8,29,0.125,0.172,81.6022,72.4,651.325,568.449,420.19,0.66266,20.0538,14.2795,12.0566,1.3402,0,10.5464,17.0192,10.0865,7.18169,0.6002,0,5.26555,1.31947,426.051,552.659,1.51987,85.1128,3.53851,1.57348,1.65243,22.2031,19.6954,11.0395,9.25845,5.62663,4.52752,6.2879,29,32,43,8,0,58,0.72839,326.548,384,150,10.0775,8.43483,-5.50779,0.27062,-90.0063,44.5249,0.57104,-1.24917,-0.05142,0.42895,0.33857,0.01887,361.723,-791.274,-32.5681,271.717,11.9568,0.85409,0.15839,2.95293,0.1681,1.38042,0.1459,633.44,541.019,92.4215,229.13,-501.225,-20.6299,172.116,7.57391,61.1,11.26,3.74554,49.84,381.754,4.37759,18.2841,115.327,0.47974,56.4855,0.73964,13.1476,40.0961,0.73015,4.17674,334.76
CHEMBL3732267,6.41,2.859,97.923,2,2,2,0,0,4,0,0,0,0,0,1,0,0,1,2,1,0,0,3,3,0,0,0,0,0,0,0,0,0,2,1.363,3.504,9.152,0,0,2.459,0,0,0,0,0,10.622,0,0,-0.62,3.985,4.985,0,0,1.622,8.761,0,0,0,0,0,0,0,0,0,0,5.683,0,2.668,346.131,-5.437,346.815,3,4,7,11,2,24,24,25,0,0,4,5,24,25,0,1,5,7,4,5,19,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,2,0,0,0,7,24,0.294,0.287,169.735,104.96,576.546,514.222,364.58,0.69118,17.5267,11.5452,9.97614,1.47728,0,7.55442,14.2899,7.9373,5.22903,0.53566,0,3.32826,1.08333,304.062,398.93,1.7002,73.109,3.50162,2.31302,2.42321,20.3136,17.631,10.2222,8.22186,6.0464,4.63709,6.03998,24,25,33,7,0,41,0.76372,245.213,282.193,116,3.14243,2.97759,1.00441,0.00059,-464.97,76.9272,0.86417,-1.9214,-0.10438,0.13582,0.12847,0.01612,551.678,-1226.59,-66.6318,86.7079,10.2954,0.6981,0.14076,7.26611,0.31297,3.62842,0.30189,638.386,445.663,192.723,352.184,-783.038,-42.5368,55.3531,6.57246,155.17,26.97,4.07608,128.2,235.113,5.87088,20.5481,108.073,0.43867,60.281,0.83818,11.9896,34.1149,0.81296,3.5,279.2
CHEMBL3732229,6.9,3.715,92.563,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,2,2,0,0,1,0,0,0,0,0,0,2,1.404,3.53,9.149,0,0,2.528,0,0,0,0,0,0,0,0,0,5.611,0,0,9.264,1.505,6.379,0,0,-0.703,0,0,0,0,0,0,0,5.543,0,3.514,318.125,-5.428,318.801,2,3,5,11,2,22,22,23,0,0,4,5,22,23,0,1,5,5,3,3,19,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,2,0,0,0,6,22,0.205,0.206,110.779,70.07,538.949,480.3,338.72,0.72004,16.1125,10.5452,9.26903,1.47728,0,7.06283,13.6218,7.61161,5.15476,0.60583,0,3.16992,0.90909,275.749,369.16,1.6329,66.949,3.55034,2.47424,2.58173,18.3403,16.3424,8.74089,7.29905,4.99671,4.00939,5.422,22,23,31,7,0,39,0.79614,219.289,254.084,108,2.80384,0.74401,2.70333,-0.00222,-488.062,57.3439,0.91193,-1.60705,-0.08759,0.08806,0.0605,0.0092,540.231,-952.015,-51.8879,52.1697,5.45594,0.81833,0.21598,11.3394,0.20867,2.06645,0.18166,592.401,484.782,107.619,320.033,-563.974,-30.7385,30.9053,3.2321,148.32,5.04,3.41438,143.28,195.932,5.15514,18.043,99.8451,0.51831,53.2038,0.84249,10.6764,30.2168,0.80864,3.5,266.16
CHEMBL3732227,5.96,2.048,92.249,2,2,2,0,0,4,0,0,0,0,0,1,0,0,1,2,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,1.249,3.338,9.07,0,0,2.133,0,0,0,0,0,11.621,0,0,-0.308,3.956,0,0,8.8,1.239,8.977,0,0,0,0,0,0,0,0,0,0,0,0,1.824,337.131,-3.834,337.805,3,4,7,11,2,23,23,24,0,0,4,5,23,24,0,1,6,7,4,4,20,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,2,0,0,0,7,23,0.274,0.283,152.705,99.17,557.023,496.766,349.34,0.66153,16.8196,11.0832,9.42738,1.35771,0,7.43462,13.8669,7.86129,5.23123,0.5489,0,3.36715,1.26171,289.877,384,1.73669,74.6778,3.26184,2.33634,2.46518,19.3264,17.2373,9.4746,7.93705,5.23497,4.20434,5.94839,23,24,32,7,0,41,0.72107,232.192,268.078,112,3.19672,1.72643,2.69044,0.00033,-327.751,64.6695,0.79745,-1.73444,-0.10057,0.20254,0.18379,0.01681,439.336,-955.536,-55.4051,111.585,9.26432,0.74295,0.18199,9.86699,0.24053,2.26576,0.25704,550.921,409.31,141.611,242.039,-526.425,-30.5239,61.4746,5.10391,33.84,-3,3.07212,36.84,216.151,4.89809,17.1433,95.6281,0.49041,49.8463,0.83074,11.3744,32.5157,0.81676,3.5,259.3
CHEMBL3732218,7.04,4.819,111.934,2,9,4,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1.378,16.947,18.297,0,0,4.267,0,0,0,0,0,0,0,0,0,3.585,0,0,0,1.157,3.265,0,5.284,0,0,0,0,0,0,0,0,0,0,4.818,393.136,-6.885,393.869,4,1,6,22,4,26,28,31,0,0,5,5,28,31,0,1,5,6,1,1,20,0,0,0,0,0,0,0,0,0,3,22,4,0,0,1,3,0,0,0,6,28,0.151,0.163,94.672,64.86,626.458,562.996,397.42,0.70107,19.5099,13.6734,12.0001,1.61336,0,10.2999,16.4414,9.41332,6.746,0.74632,0,4.67147,1.02696,417.81,552.659,1.62065,77.7913,3.78039,1.68802,1.76901,21.2404,18.4055,9.87128,7.95996,5.02378,3.86206,5.23239,28,31,43,9,0,58,0.78637,312.765,369.16,148,9.09579,8.92574,-1.75057,-0.00846,-212.728,43.2383,0.68528,-1.33699,-0.05761,0.31471,0.24892,0.01771,393.389,-767.498,-33.0688,180.662,10.1696,0.88891,0.17819,2.71123,0.16785,1.33785,0.11108,574.051,510.281,63.7702,225.826,-440.583,-18.9832,103.709,5.83785,73.6,17.63,3.80205,55.97,183.505,5.00417,17.5146,111.65,0.6384,51.1617,0.83459,9.98529,28.153,0.80555,3.5,299.09
CHEMBL3732027,7.42,3.23,78.503,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,1.319,3.319,8.977,0,0,2.172,0,0,0,0,0,0,0,0,0,3.983,0,0,0,1.499,6.31,0,0,0,0,0,0,0,0,0,8.978,2.042,0,3.016,275.094,-4.216,275.737,2,2,5,11,2,19,19,20,0,0,4,4,19,20,0,1,5,5,2,2,14,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,2,0,0,0,4,19,0.244,0.252,115.714,73.63,473.365,428.207,291.31,0.69029,13.8281,9.1894,7.70608,1.06903,0,6.47241,11.5444,6.461,4.32125,0.47673,0,2.87465,0.94736,228.397,310.764,1.61959,53.4467,3.30055,2.53313,2.65343,15.39,13.3735,7.1358,5.72,3.55555,2.68899,4.02613,19,20,27,6,0,36,0.77698,181.343,212.877,94,6.18655,6.1822,-0.23183,0.0003,-370.485,43.1457,0.87782,-1.24213,-0.07509,0.12217,0.08619,0.01291,430.383,-608.992,-36.8134,59.8985,6.33227,0.89694,0.19121,2.42571,0.20323,1.86526,0.10305,490.282,439.758,50.5239,211.009,-298.578,-18.049,29.3671,3.10459,64.17,-1.92,2.81389,66.09,148.846,3.83432,13.4202,81.7166,0.5763,38.5665,0.82107,10.5658,30.0028,0.81132,3.5,215.4
CHEMBL3731998,5.32,4.443,101.725,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,1,3,2,0,0,0,0,0,1,0,0,0,2,1.405,3.56,9.217,0,0,2.532,0,0,0,0,0,0,0,0,0,7.577,0,0,10.035,2.043,6.406,0,0,0,0,0,-1.034,0,0,0,0,5.798,0,4.242,346.156,-6.143,346.854,2,2,5,11,2,24,24,25,0,0,4,6,24,25,0,1,5,5,3,3,23,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,2,0,0,0,7,24,0.192,0.184,110.779,70.07,576.57,510.764,379.98,0.68468,17.7423,11.3965,10.3543,2.27614,0,8.09704,15.2516,8.52166,6.08685,1.00248,0,3.9091,1.14624,316.2,429.05,1.57372,73.9651,3.43872,2.45901,2.55834,20.3136,18.3107,9.08734,7.69336,5.49702,4.50704,5.86962,24,25,35,10,0,43,0.74999,245.213,282.193,120,1.73033,-0.72594,1.19727,-1.01667,-541.194,52.9031,0.92619,-1.69525,-0.07578,0.0738,0.05148,0.00754,588.05,-1076.32,-48.1128,46.8561,4.7903,0.85784,0.20644,7.29945,0.20552,2.0849,0.14215,634.906,544.649,90.2565,373.356,-683.362,-30.5471,29.7492,3.04139,171.4,13.42,3.64953,157.98,212.346,3.65147,19.1682,105.935,0.49832,62.6558,0.62268,11.0904,36.8098,0.63227,5.24943,304.58
CHEMBL3731979,6.5,4.527,86.809,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,1,0,0,0,0,0,1,0,1,1.397,3.477,9.116,0,0,2.387,0,0,0,0,0,0,0,0,0,4.01,0,0,0,1.677,6.372,0,5.399,0,0,0,0,0,0,5.191,0,2.409,0,4.495,304.109,-3.807,304.775,3,2,5,11,2,21,21,22,0,0,4,4,21,22,0,1,5,5,2,2,17,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,2,0,0,0,6,21,0.153,0.184,81.308,59.07,528.312,474.748,320.17,0.63864,15.2423,10.1894,8.44006,1.06903,0,6.8765,12.7899,7.12242,4.65282,0.46349,0,3.0127,1.27404,255.981,339.763,1.6666,63.331,3.11827,2.3989,2.53085,17.3554,15.3606,8.58501,7.11458,4.48753,3.54223,5.204,21,22,29,6,0,38,0.70993,206.51,240.215,102,2.39212,2.28111,-0.72028,0.00021,-405.905,48.3875,0.86748,-1.50433,-0.07269,0.13251,0.10027,0.01493,479.088,-830.793,-40.139,73.1824,8.24851,0.88756,0.1913,2.21371,0.18947,1.83055,0.11243,552.27,490.174,62.0957,264.586,-458.822,-22.1676,40.4165,4.5554,74.05,7.63,3.09491,66.42,190.997,4.7654,16.6789,92.7775,0.53189,48.8399,0.83664,10.458,29.7735,0.81341,3.5,243.87
CHEMBL3731908,5.64,4.353,94.504,2,5,2,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,1.404,9.267,9.464,0,0,4.817,0,0,0,0,0,0,0,0,0,3.587,0,0,0,0.958,3.267,0,16.109,0,0,0,0,0,0,0,0,0,0,4.353,357.088,-5.048,357.791,5,1,6,17,3,25,25,28,0,0,4,4,25,28,0,1,6,6,1,1,16,0,0,0,0,0,0,0,0,0,2,21,4,0,0,1,3,0,0,0,4,25,0.141,0.19,78.2821,65.5,552.096,497.63,343.16,0.68858,17.3885,12.1902,10.8454,1.53845,0,9.65693,14.554,8.26273,5.90186,0.66467,0,4.2234,1.07019,372.738,505.754,1.73393,71.0912,3.57366,1.82458,1.92349,18.3673,16.231,7.93499,6.57145,3.70408,2.93654,4.26645,25,28,40,9,0,56,0.76954,271.958,325.212,136,2.30947,0.45657,-2.2639,0.00011,-199.459,54.4201,0.68468,-1.35132,-0.07109,0.31531,0.32109,0.02968,369.735,-729.727,-38.3887,170.276,16.0314,0.83438,0.17615,2.64236,0.15573,7.74853,0.16561,540.011,450.58,89.4314,199.661,-394.061,-20.7304,91.9509,8.65713,61.37,8.28,3.37663,53.09,226.451,4.40948,15.4332,97.9,0.56072,45.1674,0.83618,11.3129,32.1083,0.81091,3.5,261.7
CHEMBL3731901,6.29,4.842,115.923,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,6,2,0,1,1,1,0,0,0,0,0,0,1.506,3.622,9.478,0,0,2.658,0,0,0,0,0,0,0,0,0,10.245,0,0,0,6.321,6.816,0,5.289,0.304,2.446,0,0,0,0,0,0,0,0,3.743,393.23,-5.786,393.954,3,2,6,11,2,25,27,28,0,0,4,6,27,28,0,1,6,6,2,2,32,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,2,0,0,0,11,27,0.115,0.139,76.4331,62.31,662.031,579.455,446.03,0.74297,19.8112,13.0151,10.8717,1.56183,0,8.98205,17.8585,10.1763,7.04831,0.82572,0,4.96641,0.99092,353.544,459.5,1.50894,89.0277,3.76396,2.07293,2.18085,23.2806,21.6676,11.87,10.639,6.77953,5.92447,8.53788,27,28,37,8,0,47,0.79159,284.941,325.212,130,12.6411,9.30785,8.54556,0.36717,-435.923,43.832,0.83021,-1.69601,-0.05575,0.16978,0.11779,0.01065,547.991,-1119.46,-36.7974,112.068,7.03457,0.90803,0.17018,2.66226,0.20703,1.30011,0.09196,660.059,599.36,60.6993,361.707,-738.912,-24.2885,73.9716,4.64323,35.43,0.23,3.71734,35.2,302.041,3.64195,19.8321,114.373,0.44415,66.1083,0.61214,12.9844,43.5502,0.61593,5.44545,332.02
CHEMBL3731887,5.05,3.187,103.286,2,2,2,0,0,4,0,0,0,0,0,2,0,0,2,3,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,1.306,3.486,9.168,0,0,2.45,0,0,0,0,0,23.267,0,0,-0.486,5.265,0,0,0,1.758,6.354,0,4.55,0,0,0,0,0,0,0,0,0,0,2.986,378.146,-5.035,378.853,5,2,7,11,2,26,26,27,0,0,4,6,26,27,0,1,7,7,2,2,23,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,2,0,0,0,10,26,0.22,0.233,134.986,93.21,611.542,544.007,400.02,0.66782,19.1041,12.4771,10.7295,1.64638,0,8.50233,15.9433,8.92222,6.11259,0.66761,0,4.09594,1.28883,339.036,444.235,1.69929,83.2653,3.4116,2.18974,2.30242,22.2908,20.0667,11.1111,9.44827,6.54222,5.37111,7.29214,26,27,36,8,0,45,0.7258,271.591,310.764,126,8.42516,8.21597,-1.86581,0.0009,-255.308,60.0475,0.70815,-1.51839,-0.07857,0.29184,0.30625,0.01935,434.279,-931.152,-48.1787,178.971,11.8688,0.78309,0.14893,3.47887,0.24868,2.22235,0.2169,613.25,480.233,133.018,266.322,-571.029,-29.5456,109.754,7.27854,35.02,-2.12,3.68687,37.14,251.369,5.73602,20.0761,109.093,0.43979,59.2123,0.84268,12.3557,35.3401,0.8172,3.5,299.09
CHEMBL3731820,5.38,2.472,85.848,2,2,2,0,0,4,0,0,0,0,0,1,0,0,1,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1.34,3.424,9.077,0,0,2.341,0,0,0,0,0,11.182,0,0,-0.181,5.421,0,0,0,1.487,9.023,0,0,0,0,0,0,0,0,0,0,0,0,2.258,307.12,-4.204,307.779,3,3,6,11,2,21,21,22,0,0,4,5,21,22,0,1,5,6,3,3,18,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,2,0,0,0,5,21,0.226,0.245,117.204,78.94,517.324,462.522,322.18,0.68463,15.4054,10.0452,8.92738,1.47728,0,6.72218,13.0055,7.19151,4.89063,0.57879,0,3.06489,1.08356,261.678,354.413,1.69639,66.1594,3.30875,2.44484,2.5758,17.3554,15.3115,8.02222,6.58124,4.48753,3.52007,4.79851,21,22,30,7,0,38,0.7533,206.51,240.215,104,3.92443,3.83072,-0.8525,-0.00021,-305.514,47.3376,0.79764,-1.4197,-0.07899,0.20235,0.16502,0.01324,409.37,-728.624,-40.5377,103.856,6.79991,0.78335,0.15972,1.29262,0.261,2.45857,0.21664,513.227,402.041,111.186,210.1,-373.949,-20.805,53.3018,3.48989,37.68,0.55,2.75751,37.13,178.846,4.133,14.4655,87.2544,0.60273,41.6902,0.82343,10.0075,28.3872,0.81045,3.5,237.69
